,pl_name,pl_letter,hostname,ra,dec,glon,glat,pl_orbper,pl_orbsmax,pl_orbeccen,pl_eqt,pl_occdep,pl_insol,pl_dens,pl_trandep,pl_tranmid,sy_pmdec,sy_plx,sy_dist,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gmag,sy_gaiamag,sy_tmag,pl_controv_flag,st_metratio,st_spectype,sy_kepmag,st_rotp,cb_flag,pl_trandur,pl_rvamp,pl_radj,pl_rade,pl_ratror,pl_ratdor,sy_icmag,dkin_flag,pl_imppar,pl_bmassj,pl_bmasse,pl_bmassprov,st_teff,st_met,st_radv,st_vsin,st_lum,st_logg,st_age,st_mass,st_dens,st_rad,ttv_flag,ptv_flag,tran_flag,rv_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,pul_flag,sy_snum,sy_pnum,sy_mnum,sy_pm,sy_pmra
47,42 Dra b,b,42 Dra,276.4975053,65.5633652,95.41912,27.12504,479.1,1.19,0.38,,,,3.08,,,-25.1041,11.0061,90.6545,6.005,4.8262,2.949,2.197,2.085,,,,,-0.152,0.372,2.022,1.892,,4.43216,3.7535,0,[Fe/H],K1.5 III,,,0,,110.5,1.16,13.0,,,,0,,3.88,1233.13,Msini,4200.0,-0.46,31.79,1.0,2.155,1.71,9.49,0.98,,22.03,0,0,0,1,0,0,0,0,0,0,2,1,0,108.2005422,105.248
48,61 Vir c,c,61 Vir,199.596455,-18.3157745,311.85177,44.08875,38.021,0.2175,0.14,,,,1.13,,2454922.48,-1063.0,117.573,8.50332,0.072,4.6955,3.334,2.974,2.956,,,,,2.144,2.791,3.091,2.986,,4.54052,4.085,0,[Fe/H],G5 V,,,0,,3.62,0.398,4.46,,,3.97,0,,0.057,18.2,Msini,5577.0,-0.01,-8.2,1.9,-0.095,4.34,8.96,0.94,1.44933,0.96,0,0,0,1,0,0,0,0,0,0,1,3,0,1508.8416272,-1070.81
49,Kepler-57 b,b,Kepler-57,293.6413146,44.6570692,77.41261,11.65774,5.7293196,0.06,0.0,850.0,,124.35,,0.08654,2454971.5584,5.90249,1.52386,644.14,16.019,15.017,13.437,13.022,12.897,,14.736,14.544,14.437,12.913,12.972,12.865,9.346,15.428,14.7738,14.2169,0,[M/H],,14.809,,0,1.1185,,0.195,2.19,0.02762,16.83,,0,0.9155,0.36183,115.0,Mass,5145.0,0.117,,,-0.342,4.63,0.6,0.83,2.74529,0.73,1,0,1,0,0,0,0,0,0,0,1,2,0,7.2207166,4.15925
50,70 Vir b,b,70 Vir,202.1064898,13.7763085,337.65749,74.0991,116.688,0.481,0.3988,,,,6.54,,2455656.682,-576.283,55.8347,17.9011,5.678,4.96808,3.798,3.457,3.5,,,,,2.49,2.951,3.257,3.186,,4.76178,4.2943,0,[Fe/H],G5V,,,0,,316.2,1.13,12.6,,,,0,,7.49,2380.45,Mass,5495.0,-0.09,4.95,1.56,0.451,3.95,7.77,1.09,0.19024,1.89,0,0,0,1,0,0,0,0,0,0,1,1,0,622.5685118,-235.562
51,Kepler-255 c,c,Kepler-255,296.0642702,45.9767647,79.40697,10.75408,9.946047,0.092,0.0,807.0,,83.26,1.9,0.09945,2455004.70016,-16.2217,0.922088,1052.53,16.188,15.699,14.227,13.854,13.689,,15.512,15.328,15.206,13.717,13.786,12.603,8.786,16.222,15.5283,14.9689,0,[M/H],,15.596,,0,3.38,,0.267,2.99,0.02823,23.07,,0,0.33,0.029,9.22,M-R relationship,5573.0,0.339,,,-0.183,4.52,2.4,0.87,2.34688,0.93,0,0,1,0,0,0,0,0,0,0,1,3,0,16.3565499,2.09599
52,GJ 357 d,d,GJ 357,144.0074644,-21.6650634,253.88843,22.08045,55.661,0.204,,219.6,,0.38,2.62,,,-990.311,105.883,9.44181,12.355,10.91,7.337,6.74,6.475,,10.34,9.35,,,,,,11.7,9.88036,8.74094,0,[Fe/H],M2.5 V,,,0,,2.09,0.209,2.34,,,8.56,0,,0.01919,6.1,Msini,3505.0,-0.12,-34.6,2.0,-1.798,4.94,,0.34,13.6,0.34,0,0,0,1,0,0,0,0,0,0,1,3,0,999.9759509,138.694
53,KMT-2016-BLG-2605L b,b,KMT-2016-BLG-2605L,269.8230833,-26.982,3.21922,-1.60348,,0.681,,,,,0.491,,,,,6421.0,,,,,,,,,,,,,,,,,0,,,,,0,,,1.25,14.0,,,,0,,0.771,245.0457,Mass,,,,,,,,0.06,,,0,0,0,0,0,0,1,0,0,0,1,1,0,,
54,Kepler-52 c,c,Kepler-52,286.7380152,49.9757383,80.47826,18.08721,16.3850021,0.10379,0.0,433.0,,8.55,,0.11655,2455005.72549,1.37795,3.08128,321.542,17.125,15.513,13.153,12.507,12.36,,15.068,14.567,14.305,12.268,12.3,12.264,9.256,16.328,15.0589,14.2572,0,[Fe/H],M0 V,15.095,,0,3.1252,,0.164,1.84,0.03225,42.62,,0,0.0953,0.14284,45.4,Mass,4075.0,0.0,,,-0.996,4.74,3.55,0.54,5.69801,0.52,1,0,1,0,0,0,0,0,0,0,1,3,0,4.2074117,-3.97537
55,Kepler-248 b,b,Kepler-248,293.0613138,43.5813577,76.24058,11.54633,6.308205,0.066,0.0,819.0,,79.31,1.87,0.14465,2455007.04657,0.516891,1.32511,738.792,16.198,15.506,13.911,13.442,13.357,,15.187,14.974,14.868,13.263,13.356,12.513,9.321,15.919,15.2331,14.6571,0,[Fe/H],,15.258,,0,3.008,,0.269,3.02,0.03242,16.707,,0,0.38,0.0295,9.38,M-R relationship,5190.0,0.2,,,-0.418,4.57,2.34,0.9,1.6353,0.83,0,0,1,0,0,0,0,0,0,0,1,2,0,1.4017329,-1.30295
56,24 Sex b,b,24 Sex,155.8684866,-0.9023998,245.08569,44.7158,452.8,1.333,0.09,,,,1.44,,,-36.2721,13.8488,72.0691,7.399,6.4535,5.292,4.486,4.285,,,,,4.094,3.598,4.254,4.201,,6.20374,5.6416,0,[Fe/H],K0 IV,,,0,,40.0,1.19,13.4,,,,0,,1.99,632.46,Msini,5098.0,-0.03,7.29,2.77,1.164,3.5,2.7,1.54,,4.9,0,0,0,1,0,0,0,0,0,0,1,2,0,74.6277468,65.2199
57,24 Sex c,c,24 Sex,155.8684866,-0.9023998,245.08569,44.7158,883.0,2.08,0.29,,,,0.559,,,-36.2721,13.8488,72.0691,7.399,6.4535,5.292,4.486,4.285,,,,,4.094,3.598,4.254,4.201,,6.20374,5.6416,0,[Fe/H],K0 IV,,,0,,14.5,1.24,13.9,,,,0,,0.86,273.32,Msini,5098.0,-0.03,7.29,2.77,1.164,3.5,2.7,1.54,,4.9,0,0,0,1,0,0,0,0,0,0,1,2,0,74.6277468,65.2199
58,rho CrB c,c,rho CrB,240.2600639,33.3001861,53.48367,48.92412,102.54,0.4123,0.052,448.1,,9.85,0.882,,2455206.1,-772.415,57.2216,17.4671,6.001,5.40816,4.088,3.989,3.857,,,,,3.902,3.588,3.904,3.85,,5.24167,4.8248,0,[Fe/H],G0 V,,,0,,3.74,0.48,5.38,,65.1,,0,,0.07866,25.0,Msini,5627.0,-0.31,17.8,2.0,0.232,4.12,11.04,0.89,0.64638,1.36,0,0,0,1,0,0,0,0,0,0,1,2,0,797.5220847,-198.536
59,K2-174 b,b,K2-174,60.7929729,16.347166,175.58217,-26.34917,19.562307,0.126,,455.0,,95.77,2.27,0.14,2457083.77917,-62.191,9.9783,99.9293,13.657,12.456,10.231,9.649,9.496,,,,,9.436,9.507,9.362001,8.935,,12.0082,11.2723,0,[Fe/H],,12.034,,0,5.808,,0.232,2.6,0.036,26.6,,0,0.02,0.0229,7.27,M-R relationship,4455.0,0.113,-0.67,,-0.773,4.62,,0.7,3.21,0.68,0,0,1,0,0,0,0,0,0,0,1,1,0,69.8701912,31.8453
60,K2-216 b,b,K2-216,11.4802354,6.3470302,120.44792,-56.49811,2.1748,0.028,0.0,1103.0,,248.0,8.2,0.056,2457394.0417,10.6045,8.63246,115.461,13.563,12.403,10.394,9.856,9.721,,,,,9.65,9.744,9.731,7.809,,12.0576,11.375,0,[Fe/H],K5 V,12.1,,0,1.84,5.0,0.156,1.75,0.0221,8.3,,0,0.45,0.02517,8.0,Mass,4503.0,0.0,-26.16,1.8,-0.721,4.57,,0.7,2.3,0.72,0,0,1,1,0,0,0,0,0,0,1,1,0,10.7859024,-1.96984
61,DENIS-P J082303.1-491201 b,b,DENIS-P J082303.1-491201,125.7620668,-49.2003008,265.61638,-6.82669,246.36,0.36,0.345,,,,29.5,,,11.8,48.16,20.77,,,13.547,12.636,12.062,,,,,11.47,11.142,10.748,9.534,,18.5577,17.0963,0,,L1.5,,,0,,,1.06,11.9,,,,0,,28.5,9057.77,Mass,,,,,,,1.0,0.07,,,0,0,0,0,1,0,0,0,0,0,1,1,0,158.3,-157.9
62,HIP 63242 b,b,HIP 63242,194.3824825,-65.6463263,303.56064,-2.78202,124.6,0.565,0.23,,,,8.21,,,31.2686,6.3628,156.456,7.905,6.86,5.045,4.581,4.406,,,,,4.29,4.166,4.33,4.281,,6.56453,5.9463,0,[Fe/H],G8,,,0,,287.5,1.12,12.5,,,,0,,9.18,2917.56,Msini,4830.0,-0.31,72.82,3.7,1.63,2.53,,1.54,,10.28,0,0,0,1,0,0,0,0,0,0,1,1,0,72.568005,-65.4858
63,GJ 504 b,b,GJ 504,199.192348,9.4249781,322.78669,71.31364,,43.5,,510.0,,,3.18,,,190.579,57.0186,17.5299,5.768,5.18799,4.392,4.107,4.033,,,,,3.787,3.552,3.831,3.757,,5.04156,4.6552,0,[Fe/H],G0 V,,3.33,0,,,1.16,13.0,,,4.555,0,,4.0,1271.3,Mass,6234.0,0.28,-27.4,5.47,0.332,4.6,0.16,1.22,0.63882,1.26,0,0,0,0,0,0,0,0,1,0,1,1,0,386.8630302,-336.664
64,2MASS J01225093-2439505 b,b,2MASS J01225093-2439505,20.7128012,-24.6646128,195.45385,-82.5199,,52.0,,1600.0,,,30.4,,,-123.398,29.5326,33.8281,15.706,14.244,10.084,9.47,9.198,,,,,9.022,8.857,8.747,8.298,,12.9025,11.6243,0,,M3.5 V,,,0,,,1.0,11.209,,,,0,,24.5,7786.5,Mass,3530.0,,9.6,,-1.72,4.86,0.12,0.4,10.11868,0.37,0,0,0,0,0,0,0,0,1,0,1,1,0,172.4426671,120.455
65,WD 0806-661 b,b,WD 0806-661,121.7275683,-66.3058835,279.42436,-17.57098,,2500.0,,323.0,,,6.55,,,-288.888,51.9342,19.2444,13.779,13.855,13.704,13.739,13.781,,,,,13.828,13.906,13.086,9.512,,13.6826,13.6896,0,,DQ,,,0,,,1.13,12.6,,,,0,,7.5,2383.6,Mass,9552.0,,,,,,2.1,0.62,,,0,0,0,0,0,0,0,0,1,0,1,1,0,442.7731538,335.547
66,RR Cae b,b,RR Cae,65.2733756,-48.6542601,255.71201,-44.50181,4343.5,5.3,0.0,,,,3.34,,,-533.777,47.1596,21.1916,14.878,14.379,10.72,10.148,9.852,,,,,9.667,9.465,9.235,9.106,,13.6576,12.6298,0,,M,,,1,,,1.16,13.0,,,,0,,4.2,1334.886,Msini,3904.0,,,,-2.108,5.08,,0.44,31.76099,0.19,0,0,0,0,0,0,0,1,0,0,2,1,0,534.6205572,30.0209
67,HAT-P-68 b,b,HAT-P-68,118.4831501,23.9382192,197.14414,23.83401,2.29840551,0.02996,0.041,1027.8,,184.8,0.727,3.341,2456614.20355,-1.46716,4.91793,202.152,15.317,13.802,11.75,11.21,11.019,17.1782,13.678,13.2784,13.3813,10.969,11.03,11.024,8.892,15.5769,13.5442,12.8033,0,[Fe/H],K,,24.59,0,2.0868,143.4,1.072,12.016,0.1644,9.6,,0,0.212,0.724,230.10892,Mass,4508.0,-0.059,,0.0,-0.779,4.62,11.1,0.68,3.165,0.67,0,0,1,1,0,0,0,0,0,0,1,1,0,23.700655,-23.6552
68,2MASS J19383260+4603591 b,b,2MASS J19383260+4603591,294.6359173,46.0664076,79.01876,11.67426,406.0,0.92,0.33,,,,1.38,,,-4.6378,2.49522,396.332,12.112,12.651,12.757,12.889,12.955,,12.363,12.724,13.043,12.862,12.92,12.67,9.203,11.964,12.1376,12.4561,0,[Fe/H],,12.264,,1,,,1.2,13.4,,,,0,,1.9,603.877,Mass,29564.0,-0.092,,,1.45,5.51,,0.48,,0.2,0,0,0,0,0,0,0,1,0,0,2,3,0,6.9650162,5.19637
69,HAT-P-70 b,b,HAT-P-70,74.5523332,9.9979794,189.96459,-19.66114,2.74432452,0.04739,0.0,2562.0,,5626.34,1.54,0.8443,2458439.57519,-4.99634,2.99621,330.739,9.621,9.47,9.068,9.023,8.963,,9.506,9.962,,8.941,8.961,8.941,8.333,9.842,9.45174,9.3371,0,[Fe/H],,,,0,3.48,649.0,1.87,20.961,0.09887,5.45,,0,-0.629,6.78,2154.8874,Mass,8450.0,-0.059,25.26,99.85,1.223,4.18,0.6,1.89,0.40362,1.86,0,0,1,0,0,0,0,0,0,0,1,1,0,5.6591036,-2.65745
70,WASP-169 b,b,WASP-169,127.3872297,-12.9447683,236.34107,14.94722,5.6114118,0.0681,0.0,1604.0,,1486.86,0.33,0.446,2457697.0176,-3.82061,1.56647,627.066,12.434,12.167,10.8,10.552,10.483,,,,,10.397,10.463,10.331,8.702,,11.7206,11.3299,0,[Fe/H],F8,,,0,6.0528,52.9,1.304,14.617,0.0767,7.3,,0,0.27,0.561,178.30263,Mass,6110.0,0.06,67.66,4.3,0.789,3.96,3.802,1.34,0.234,2.01,0,0,1,1,0,0,0,0,0,0,1,1,0,13.7259511,-13.1835
71,TOI-1075 b,b,TOI-1075,309.9712091,-65.4496994,330.01703,-35.68168,0.6047328,0.01159,0.0,1323.0,,509.2,9.32,0.091244,2458654.251,-59.9503,16.242,61.4592,14.119,12.615,9.935,9.292,9.115,,,,,9.020001,9.006,8.898,8.778,,12.0544,11.1186,0,[Fe/H],K9 V/M0 V,,,0,0.988221,10.95,0.16,1.791,0.0282,4.4,,0,0.4,0.03131,9.95,Mass,3875.0,-0.08,,,-1.144,4.69,6.0,0.6,3.73,0.58,0,0,1,1,0,0,0,0,0,0,1,1,0,116.3677266,-99.7367
72,HATS-15 b,b,HATS-15,311.0920041,-19.4375266,26.56133,-33.28171,1.74748753,0.02712,0.126,1505.0,,,1.97,,2456387.21161,1.56595,0.853805,1139.55,15.814,14.909,13.261,12.806,12.724,,14.592,14.32,,12.658,12.692,12.405,8.903,15.323,14.6473,14.0739,0,[Fe/H],G9 V,,,0,2.26968,399.0,1.105,12.386,0.1229,6.33,,0,0.317,2.17,689.6911,Mass,5311.0,0.0,-54.15,4.18,-0.204,4.45,11.0,0.87,1.57,0.92,0,0,1,1,0,0,0,0,0,0,1,1,0,18.3046061,18.2375
73,GJ 3341 b,b,GJ 3341,78.9471415,-31.2948458,234.21914,-33.03266,14.207,0.089,0.31,,,,2.44,,,249.754,42.3099,23.619,13.544,12.062,8.592,7.99,7.733,,,,,7.644,7.537,7.425,7.354,,11.1029,9.99373,0,[Fe/H],M2.5,,,0,,3.04,0.219,2.46,,,,0,,0.0208,6.6,Msini,3526.0,-0.09,47.8,,-1.538,4.77,,0.47,6.49365,0.44,0,0,0,1,0,0,0,0,0,0,1,1,0,553.7493806,494.228
74,GJ 581 b,b,GJ 581,229.8564725,-7.7226935,354.07234,40.02208,5.3686,0.04061,0.0,,,,1.25,,2454724.631,-97.1295,158.749,6.2981,11.761,10.57,6.706,6.095,5.837,,,,,5.743,5.42,5.478,5.35,,9.411,8.20238,0,[Fe/H],M3 V,,,0,,12.6,0.366,4.11,,,8.03,0,,0.0497,15.8,Msini,3396.0,-0.088,-9.21,2.1,-1.885,4.89,4.3,0.31,12.22384,0.33,0,0,0,1,0,0,0,0,0,0,1,3,0,1225.3257121,-1221.47
75,G 264-012 b,b,G 264-012,326.6719598,66.803848,106.14833,10.16235,2.30538,0.02279,,587.0,,20.5,5.12,,,206.775,62.4358,16.009,14.644,13.078,8.837,8.258,7.986,,,,,,,,,,11.7617,10.4626,0,[Fe/H],M4.0 V,,100.0,0,,2.72,0.124,1.39,,,,0,,0.00787,2.5,Msini,3326.0,0.1,,2.0,-1.972,4.85,,0.3,13.25922,0.3,0,0,0,1,0,0,0,0,0,0,1,2,0,443.8209602,392.71
76,EPIC 201833600 c,c,K2-50,169.483654,5.988289,252.27127,59.32248,3.96151,,,,,,5.34,0.0485,2456852.6552,-24.1765,3.85616,257.443,15.981,14.705,12.41,11.765,11.664,,,,,11.568,11.622,11.322,8.489,,14.2575,13.5014,0,[M/H],,14.252,,0,2.16,,0.089,1.0,0.0168,12.4,,0,0.4,0.00306,0.972,M-R relationship,4292.67,-0.113,,,-0.874,4.74,,0.61,2.55179,0.63,0,0,1,0,0,0,0,0,0,0,1,2,0,25.7102817,8.74731
77,EPIC 249893012 b,b,EPIC 249893012,228.2482353,-16.7246474,345.11043,34.30816,3.5951,0.047,0.06,1616.0,,1037.0,6.39,,2457994.396,-34.2865,3.08429,321.296,12.333,11.429,10.216,9.8,9.714,,,,,9.691,9.728,9.716,8.611,,11.4019,10.8872,0,[Fe/H],G8 IV/V,11.364,41.0,0,4.33,3.55,0.174,1.95,0.0104,5.93,,0,0.42,0.02753,8.75,Mass,5430.0,0.2,22.36,2.1,0.356,3.99,9.0,1.05,0.298,1.71,0,0,1,1,0,0,0,0,0,0,1,3,0,36.8679057,13.5528
78,EPIC 249893012 c,c,EPIC 249893012,228.2482353,-16.7246474,345.11043,34.30816,15.624,0.13,0.07,990.0,,160.0,1.62,,2457998.841,-34.2865,3.08429,321.296,12.333,11.429,10.216,9.8,9.714,,,,,9.691,9.728,9.716,8.611,,11.4019,10.8872,0,[Fe/H],G8 IV/V,11.364,41.0,0,6.37,3.66,0.327,3.67,0.0197,15.79,,0,0.6,0.04616,14.67,Mass,5430.0,0.2,22.36,2.1,0.356,3.99,9.0,1.05,0.298,1.71,0,0,1,1,0,0,0,0,0,0,1,3,0,36.8679057,13.5528
79,GJ 3293 d,d,GJ 3293,67.1484425,-25.1713396,223.54147,-41.61299,48.1345,0.19394,0.12,,,0.59,2.19,,,-485.473,49.4999,20.1903,13.436,11.945,8.362001,7.749,7.486,,,,,7.207,7.21,7.131,6.932,,10.9788,9.82063,0,[Fe/H],M2.5,,41.0,0,,2.42,0.238,2.67,,,,0,,0.02391,7.6,Msini,3466.0,0.02,13.3,,-1.658,4.78,,0.42,6.89996,0.4,0,0,0,1,0,0,0,0,0,0,1,4,0,492.2542799,-81.4263
80,GJ 3998 c,c,GJ 3998,259.0020507,11.0561751,32.27249,26.15047,13.74,0.089,0.049,,,,2.55,,,-347.315,55.0799,18.1459,12.351,10.844,7.634,7.02,6.816,15.023,10.1539,9.33367,9.60667,6.678,6.588,6.536,6.445,11.5001,9.98337,8.93677,0,[Fe/H],M1,,,0,,2.67,0.212,2.38,,,8.78,0,,0.0197,6.26,Msini,3722.0,-0.16,-44.81,0.93,-1.387,4.77,,0.5,5.18823,0.49,0,0,0,1,0,0,0,0,0,0,1,2,0,373.4729173,-137.311
81,BD-08 2823 b,b,BD-08 2823,150.1971964,-9.5165689,248.49513,34.75486,5.6,0.06,0.15,,,,1.48,,,25.4601,24.1641,41.3342,10.88,9.86,7.96,7.498,7.323,,,,,7.213,7.342,7.292,7.395,,9.50331,8.86,0,[Fe/H],K3 V,,,0,,6.5,0.322,3.61,,,,0,,0.04,12.7132,Msini,4816.0,-0.06,53.34,1.4,-0.626,4.43,4.5,0.5,3.31801,0.71,0,0,0,1,0,0,0,0,0,0,1,2,0,376.3791094,-375.517
82,BD-10 3166 b,b,BD-10 3166,164.6191243,-10.7704227,263.28467,43.23793,3.48777,0.04,0.02,,,,0.368,,2451705.963,-8.37407,11.8187,84.4069,10.878,10.013,8.611,8.3,8.124,,,,,8.109,8.141,8.145001,7.566,,9.83981,9.3253,0,[Fe/H],K0 V,,,0,,60.9,1.26,14.1,,,,0,,0.59,187.5197,Msini,5393.0,0.38,26.4,0.92,-0.191,4.69,1.0,1.47,1.53276,0.91,0,0,0,1,0,0,0,0,0,0,1,1,0,185.0255981,-184.836
83,GJ 720 A b,b,GJ 720 A,278.8294172,45.7456038,74.39563,21.73083,19.466,0.119,0.12,401.0,,,1.4,,,363.668,64.2488,15.5575,11.163,9.84,6.881,6.26,6.082,,,,,,,,,,9.10496,8.135181,0,[Fe/H],M0.5 V,,36.05,0,,4.72,0.336,3.77,,,8.0,0,,0.04292,13.64,Msini,3837.0,-0.14,,0.99,-1.217,4.71,,0.57,3.99136,0.56,0,0,0,1,0,0,0,0,0,0,2,1,0,580.2814772,452.186
84,BD-13 2130 b,b,BD-13 2130,114.2884692,-13.9066703,230.52055,3.53127,714.29999,1.66,0.21,,,,8.75,,,-3.80194,1.05402,925.214,11.313,10.038,7.94,7.371,7.151,,,,,7.051,7.217,7.094,6.983,,9.69971,8.999,0,[Fe/H],G5 IV/V,,,0,,137.6,1.11,12.5,,,,0,,9.78,3108.3774,Msini,4545.0,-0.08,18.31,,2.043,2.2,0.74,2.12,,19.17,0,0,0,1,0,0,0,0,0,0,1,1,0,3.8647189,-0.693761
85,HD 215152 d,d,HD 215152,340.8380941,-6.4020685,61.33593,-53.19847,10.86499,0.08799,0.0,,,,4.75,,,-289.737,46.2733,21.5974,9.094,8.11,6.353,5.895,5.775,,,,,,,,,,7.80163,7.204,0,[Fe/H],K3 V,,42.0,0,,0.963,0.132,1.48,,,,0,,0.00881,2.801,Msini,4935.0,-0.1,-13.87,3.35,-0.523,4.4,,0.77,2.39889,0.73,0,0,0,1,0,0,0,0,0,0,1,4,0,328.1892902,-154.145
86,AB Pic b,b,AB Pic,94.8039208,-58.0541184,266.94347,-26.93081,,260.0,,,,,12.7,,,45.0721,19.9521,50.0475,10.148,9.13,7.576,7.088,6.981,,,,,6.897,6.888,6.858,6.829,,8.8378,8.2763,0,[Fe/H],K2 V,,,0,,,1.1,12.3,,,,0,,13.5,4290.5,Mass,5285.0,0.04,22.2,10.35,-0.226,4.53,0.03,0.9,1.12014,1.0,0,0,0,0,0,0,0,0,1,0,1,1,0,47.297973,14.3389
87,CoRoT-7 d,d,CoRoT-7,100.9561682,-1.0630076,213.01042,-2.17853,8.966,,,,,,1.18,,,-0.10752,6.22504,159.906,12.784,11.728,10.301,9.88,9.806,,11.378,10.924,,9.76,9.824,9.782,7.926,,11.5239,10.9996,0,[Fe/H],G9 V,,,0,,5.525,0.384,4.31,,,,0,,0.05393,17.142,Mass,5250.0,0.02,31.17,3.5,-0.292,4.57,1.8,0.92,2.354,0.84,0,0,0,1,0,0,0,0,0,0,1,3,0,10.9609274,10.9604
88,Kepler-762 b,b,Kepler-762,291.2756631,47.3295107,79.14986,14.29888,3.7705521,0.0493,0.0,1302.0,,1065.73,,1.38917,2455190.118242,-0.284495,0.4976,1898.26,16.298,15.574,14.275,13.963,13.969,,15.39,15.261,15.206,13.954,14.009,13.173,9.063,15.855,15.4266,14.9767,0,[Fe/H],,15.439,,0,3.8277,,1.131,12.68,0.10847,8.3644,,0,0.0236,,,Msini,5944.0,0.02,,,0.318,4.4,3.8,1.06,0.77867,1.08,0,0,1,0,0,0,0,0,0,0,1,1,0,2.0381532,2.0182
89,OGLE2-TR-L9 b,b,OGLE2-TR-L9,166.9798793,-61.1462496,290.7713,-0.74262,2.4855335,0.0308,,2034.0,,4135.36,1.25,1.177,2454492.79765,2.48817,0.586731,1627.63,15.491,14.718,13.508,13.246,13.117,,,,,,,,,,14.5637,14.1491,0,[Fe/H],,,,0,3.0016362,510.0,1.61,18.046,,5.8072,,0,,4.5,1430.175,Mass,6933.0,-0.05,,39.33,0.512,4.24,1.0,1.52,0.597,1.53,0,0,1,1,0,0,0,0,0,0,1,1,0,5.1613705,-4.52203
90,TOI-2081 b,b,TOI-2081,264.3022634,53.0255666,80.49987,32.3198,10.50534,0.0752,,488.0,,8.1,3.12,0.123618,2458685.8996,-31.7798,16.0109,62.3446,14.87,13.369,10.361,9.748,9.523,16.8563,12.9663,12.1301,13.0573,9.396,9.35,9.235,9.504,15.7008,12.6594,11.642,0,[Fe/H],M1.0,,,0,2.3713048,,0.182,2.04,0.0396,30.3,,0,0.35,0.0152,4.82,M-R relationship,3800.0,-0.5,,,-1.338,4.5,,0.54,5.28025,0.53,0,0,1,0,0,0,0,0,0,0,1,1,0,116.4099129,-111.988
91,Kepler-25 c,c,Kepler-25,286.6383905,39.4879038,70.34971,14.16403,12.7207,0.1101,0.0061,934.0,,210.17,0.588,0.107,2455711.15013,6.16895,4.08224,243.249,11.323,10.769,9.764,9.532,9.493,,10.778,,,9.468,9.498,9.456,8.449,11.293,10.6319,10.2768,0,[Fe/H],,10.734,,0,2.862,5.63,0.465,5.217,0.03637,18.44,,0,0.88,0.0479,15.2,Mass,6354.0,0.11,-7.59,9.34,0.422,4.29,2.75,1.17,0.75,1.32,1,0,1,1,0,0,0,0,0,0,2,3,0,6.185693,-0.454812
92,CFBDSIR J145829+101343 b,b,CFBDSIR J145829+101343,224.6208333,10.2286111,9.59427,55.65506,10037.5,2.6,,370.0,,,9.62,,,,43.3,23.1,,,,,,,,,,,,,,,,,0,,,,,0,,,1.11,12.4,,,,0,,10.5,3337.1,Mass,580.5,,,,,4.72,,0.02,,,0,0,0,0,0,0,0,0,1,0,1,1,0,,
93,CoRoT-14 b,b,CoRoT-14,103.4242023,-5.5360385,218.11787,-2.02059,1.51214,0.027,0.0,1952.0,,,7.3,,2454787.6694,-3.60155,0.547358,1744.6,17.011,15.932,14.321,14.007,13.806,,15.672,,,13.679,13.729,12.03,9.14,,15.8116,15.2135,0,[Fe/H],F9 V,,,0,1.662,1230.0,1.09,12.22,0.0925,4.78,,0,0.86,7.6,2415.4,Mass,6035.0,0.05,,9.0,0.119,4.35,4.2,1.13,0.91,1.21,0,0,1,1,0,0,0,0,0,0,1,1,0,3.6035031,-0.118627
94,EPIC 206024342 b,b,EPIC 206024342,331.2771441,-14.1218019,42.94366,-49.1871,4.50756,,,,,,3.95,0.0267,2456899.1324,-30.5334,2.67518,369.888,13.798,13.096,11.846,11.533,11.487,,,,,11.435,11.495,11.597,8.202,,12.9682,12.516,0,[Fe/H],,13.046,,0,2.184,,0.152,1.7,0.0147,13.9,,0,0.7,0.0111,3.53,M-R relationship,5724.0,-0.22,,,-0.17,4.59,,0.93,2.3828,0.82,0,0,1,0,0,0,0,0,0,0,1,3,0,35.632147,-18.3674
95,EPIC 201427007 b,b,EPIC 201427007,184.6021322,-0.5512886,285.58634,61.20318,0.72091,,,,,,4.66,,2457625.7943,3.88685,1.38704,706.391,15.081,14.321,12.975,12.63,12.581,16.4425,14.0904,13.9361,13.8685,12.534,12.57,11.181,8.468,14.6644,14.147,13.6514,0,[Fe/H],,14.219,,0,,,0.134,1.5,0.0142,3.1,,0,,0.00899,2.86,M-R relationship,5633.0,-0.053,,,-0.049,4.4,,0.93,1.02055,0.94,0,0,1,0,0,0,0,0,0,0,1,1,0,17.7833657,-17.3534
96,EPIC 206215704 b,b,EPIC 206215704,335.0949721,-9.5097112,51.97463,-50.28505,2.255436,,,,,,5.34,0.269,2457010.0072,-43.0331,9.0727,109.888,19.015,17.83,13.561,12.954,12.767,20.9776,16.5649,15.4462,14.8072,12.58,12.404,11.544,8.803001,18.0959,16.1722,14.9871,0,[Fe/H],,15.598,,0,0.984,,0.089,1.0,0.0383,17.0,,0,0.28,0.00306,0.972,M-R relationship,3297.0,-0.33,,,-2.088,4.9,,0.41,19.87982,0.25,0,0,1,0,0,0,0,0,0,0,1,1,0,45.9510152,16.1136
